objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
gib001000019013,https://adrian-gibson.github.io/001/GIB001000019013.jpg,,,"Norfolk: [St Helen's Church], Ranworth ""Lectern with music, Ranworth""",,,,Stone;Wood;Religious,Norfolk,52.679403,1.4844078,,GIB001000019013,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000019014,https://adrian-gibson.github.io/001/GIB001000019014.jpg,,,"Norfolk: [St Helen's Church], Ranworth ""Ranworth St Barbara""",,,,Stone;Wood;Religious,Norfolk,52.679403,1.4844078,,GIB001000019014,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000019015,https://adrian-gibson.github.io/001/GIB001000019015.jpg,,,"Norfolk: [St Helen's Church], Ranworth ""Ranworth Ch [church] int [interior] - screen""",,,,Stone;Wood;Religious,Norfolk,52.679403,1.4844078,,GIB001000019015,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000020001,https://adrian-gibson.github.io/001/GIB001000020001.jpg,,,"Hertfordshire: [Church of St Mary], Meesden ""Misericord, 2 faces and phoenix""",,,,Wood;Religious,Hertfordshire,51.973073,0.093429987,,GIB001000020001,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000020002,https://adrian-gibson.github.io/001/GIB001000020002.jpg,,,"Hertfordshire: [Church of St Mary], Meesden ""Monument Robert Younge 1626 inscription""",,,,Stone;Religious,Hertfordshire,51.973073,0.093429987,,GIB001000020002,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000020003,https://adrian-gibson.github.io/001/GIB001000020003.jpg,,,"Hertfordshire: [Church of St Mary], Meesden ""North side pavement""",,,,Ceramic;Religious,Hertfordshire,51.973073,0.093429987,,GIB001000020003,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000020004,https://adrian-gibson.github.io/001/GIB001000020004.jpg,,,"Hertfordshire: [Church of St Mary], Meesden ""Pavement""",,,,Ceramic;Religious,Hertfordshire,51.973073,0.093429987,,GIB001000020004,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000020005,https://adrian-gibson.github.io/001/GIB001000020005.jpg,,,"Hertfordshire: [Church of St Mary], Meesden ""Monument Robert Younge 1626""",,,,Stone;Object;Religious,Hertfordshire,51.973073,0.093429987,,GIB001000020005,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000020006,https://adrian-gibson.github.io/001/GIB001000020006.jpg,,,"Hertfordshire: [Church of St Mary], Meesden ""Pavement detail""",,,,Ceramic;Religious,Hertfordshire,51.973073,0.093429987,,GIB001000020006,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000020007,https://adrian-gibson.github.io/001/GIB001000020007.jpg,,,"Hertfordshire: [Church of St Mary], Meesden ""Misericord""",,,,Wood;Religious,Hertfordshire,51.973073,0.093429987,,GIB001000020007,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000020008,https://adrian-gibson.github.io/001/GIB001000020008.jpg,,,"Hertfordshire: [Church of St Mary], Meesden ""Chest""",,,,Wood;Object;Religious,Hertfordshire,51.973073,0.093429987,,GIB001000020008,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000020009,https://adrian-gibson.github.io/001/GIB001000020009.jpg,,,"Hertfordshire: [Church of St Mary], Meesden ""Font four men split tails""",,,,Stone;Object;Religious,Hertfordshire,51.973073,0.093429987,,GIB001000020009,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000020010,https://adrian-gibson.github.io/001/GIB001000020010.jpg,,,"Hertfordshire: [Church of St Mary], Meesden ""Detail pavement""",,,,Ceramic;Religious,Hertfordshire,51.973073,0.093429987,,GIB001000020010,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000020011,https://adrian-gibson.github.io/001/GIB001000020011.jpg,,,"Hertfordshire: [Church of St Mary], Meesden ""Pavement""",,,,Ceramic;Religious,Hertfordshire,51.973073,0.093429987,,GIB001000020011,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000020012,https://adrian-gibson.github.io/001/GIB001000020012.jpg,,,"Hertfordshire: [Church of St Mary], Meesden ""From south]""",,,,Brick;Stone;Flint;Religious,Hertfordshire,51.973073,0.093429987,,GIB001000020012,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000020013,https://adrian-gibson.github.io/001/GIB001000020013.jpg,,,"Hertfordshire: [Church of St Mary], Meesden ""Misericord""",,,,Wood;Religious,Hertfordshire,51.973073,0.093429987,,GIB001000020013,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000020014,https://adrian-gibson.github.io/001/GIB001000020014.jpg,,,"Hertfordshire: [Church of St Mary], Meesden ""Porch, brick C1530""",,,,Brick;Stone;Flint;Religious,Hertfordshire,51.973073,0.093429987,,GIB001000020014,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000021001,https://adrian-gibson.github.io/001/GIB001000021001.jpg,,,"Essex: [Old St Mary's Church], West Bergholt ""Base of belfry frame""",,,,Timber frame;Religious,Essex,51.917262,0.838404059,,GIB001000021001,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000021002,https://adrian-gibson.github.io/001/GIB001000021002.jpg,,,"Essex: [Old St Mary's Church], West Bergholt ""Section in field""",,,,Timber frame;Archaeological;Religious,Essex,51.917262,0.838404059,,GIB001000021002,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000021003,https://adrian-gibson.github.io/001/GIB001000021003.jpg,,,"Essex: [Old St Mary's Church], West Bergholt ""Notched lap lodged joist""",,,,Timber frame;Religious,Essex,51.917262,0.838404059,,GIB001000021003,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000022001,https://adrian-gibson.github.io/001/GIB001000022001.jpg,,,"Germany: Essen Cathedral ""West front""",,,,Stone;Religious,Germany,51.45605821,7.013759566,,GIB001000022001,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000022003,https://adrian-gibson.github.io/001/GIB001000022003.jpg,,,"Italy: Torcello ""Torcello 12th century murals""",,,,Stone;Religious,Italy,45.49630182,12.41543746,,GIB001000022003,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000022004,https://adrian-gibson.github.io/001/GIB001000022004.jpg,,,"Germany: Mainz ""Mainz new cathedral from north""",,,,Brick;Stone;Religious,Germany,49.99903249,8.274047092,,GIB001000022004,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000022005,https://adrian-gibson.github.io/001/GIB001000022005.jpg,,,Germany: Altenberg Abbey,,,,Brick;Stone;Religious,Germany,51.054722,7.132778,,GIB001000022005,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000023001,https://adrian-gibson.github.io/001/GIB001000023001.jpg,,,"Suffolk: [St Mary's Church], Hadleigh ""Norman church""",,,,Stone;Religious,Suffolk,52.043591,0.952574986,,GIB001000023001,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000024001,https://adrian-gibson.github.io/001/GIB001000024001.jpg,,,"Suffolk: [St Peter and St Paul's Church], Alpheton ""Porch decorated""",,,,Timber frame;Stone;Religious,Suffolk,52.120781,0.735124045,,GIB001000024001,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000024002,https://adrian-gibson.github.io/001/GIB001000024002.jpg,,,"Suffolk: [St Peter and St Paul's Church], Alpheton ""South door - decorated""",,,,Timber frame;Stone;Religious,Suffolk,52.120781,0.735124045,,GIB001000024002,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000024003,https://adrian-gibson.github.io/001/GIB001000024003.jpg,,,"Suffolk: [St Peter and St Paul's Church], Alpheton ""Porch decorated""",,,,Timber frame;Stone;Religious,Suffolk,52.120781,0.735124045,,GIB001000024003,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000025001,https://adrian-gibson.github.io/001/GIB001000025001.jpg,,,"Gloucestershire: [St Mary the Virgin], Syde ""Roof C posts""",,,,Timber frame;Stone;Religious,Gloucestershire,51.796242,-2.07505758,,GIB001000025001,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000025002,https://adrian-gibson.github.io/001/GIB001000025002.jpg,,,"Gloucestershire: [St Mary the Virgin], Syde",,,,Timber frame;Stone;Religious,Gloucestershire,51.796242,-2.07505758,,GIB001000025002,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000026001,https://adrian-gibson.github.io/001/GIB001000026001.jpg,,,"Bedford: [All Saints], Little Staughton ""Capital: c1300""",,,,Stone;Religious,Bedford,52.250865,-0.38184081,,GIB001000026001,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000028001,https://adrian-gibson.github.io/001/GIB001000028001.jpg,,,"Westminster: St Pauls Cathedral ""Great Beast and Serpent, ringerike tombstone""",,,,Stone;Object;Religious,Westminster,51.513969,-0.098307685,,GIB001000028001,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
